,class
8596,4
8597,0
8598,0
8599,8
8600,5
8601,1
8602,2
8603,0
8604,0
8605,4
8606,1
8607,7
8608,4
8609,9
8610,5
8611,9
8612,9
8613,3
8614,3
8615,2
8616,7
8617,2
8618,5
8619,8
8620,5
8621,4
8622,4
8623,2
8624,5
8625,0
8626,4
8627,8
8628,9
8629,8
8630,6
8631,6
8632,3
8633,3
8634,9
8635,9
8636,7
8637,4
8638,1
8639,5
8640,6
8641,0
8642,2
8643,1
8644,5
8645,9
8646,5
8647,5
8648,0
8649,2
8650,2
8651,3
8652,7
8653,6
8654,8
8655,7
8656,1
8657,9
8658,7
8659,0
8660,0
8661,4
8662,9
8663,7
8664,2
8665,0
8666,9
8667,3
8668,9
8669,5
8670,0
8671,7
8672,0
8673,8
8674,9
8675,2
8676,6
8677,3
8678,7
8679,0
8680,5
8681,7
8682,7
8683,6
8684,8
8685,1
8686,9
8687,9
8688,8
8689,4
8690,6
8691,3
8692,9
8693,0
8694,5
8695,2
8696,3
8697,0
8698,0
8699,1
8700,3
8701,7
8702,9
8703,3
8704,6
8705,6
8706,2
8707,1
8708,0
8709,7
8710,8
8711,8
8712,5
8713,7
8714,1
8715,7
8716,9
8717,4
8718,4
8719,8
8720,8
8721,0
8722,1
8723,9
8724,8
8725,9
8726,2
8727,6
8728,0
8729,3
8730,5
8731,2
8732,8
8733,2
8734,3
8735,9
8736,2
8737,8
8738,7
8739,4
8740,6
8741,1
8742,7
8743,5
8744,4
8745,0
8746,8
8747,4
8748,4
8749,1
8750,4
8751,7
8752,2
8753,1
8754,8
8755,2
8756,0
8757,1
8758,1
8759,0
8760,8
8761,6
8762,2
8763,6
8764,5
8765,4
8766,0
8767,3
8768,0
8769,0
8770,4
8771,1
8772,3
8773,6
8774,4
8775,8
8776,1
8777,6
8778,8
8779,9
8780,4
8781,1
8782,0
8783,8
8784,9
8785,2
8786,9
8787,1
8788,8
8789,5
8790,9
8791,6
8792,0
8793,1
8794,4
8795,4
8796,3
8797,5
8798,5
8799,0
8800,6
8801,1
8802,5
8803,9
8804,5
8805,4
8806,6
8807,3
8808,6
8809,4
8810,8
8811,7
8812,5
8813,8
8814,6
8815,9
8816,6
8817,8
8818,8
8819,5
8820,7
8821,4
8822,3
8823,3
8824,2
8825,5
8826,6
8827,0
8828,1
8829,3
8830,1
8831,2
8832,3
8833,1
8834,4
8835,6
8836,9
8837,2
8838,0
8839,5
8840,8
8841,9
8842,5
8843,8
8844,5
8845,1
8846,7
8847,6
8848,2
8849,1
8850,2
8851,0
8852,5
8853,6
8854,1
8855,7
8856,6
8857,9
8858,8
8859,0
8860,4
8861,8
8862,2
8863,8
8864,3
8865,9
8866,0
8867,6
8868,6
8869,8
8870,1
8871,5
8872,0
8873,4
8874,6
8875,2
8876,7
8877,3
8878,9
8879,0
8880,4
8881,0
8882,8
8883,5
8884,9
8885,6
8886,7
8887,4
8888,5
8889,5
8890,5
8891,8
8892,1
8893,9
8894,3
8895,6
8896,5
8897,8
8898,2
8899,4
8900,0
8901,5
8902,9
8903,7
8904,6
8905,5
8906,0
8907,5
8908,5
8909,5
8910,6
8911,5
8912,1
8913,5
8914,6
8915,4
8916,2
8917,5
8918,9
8919,1
8920,8
8921,3
8922,2
8923,8
8924,3
8925,1
8926,1
8927,1
8928,2
8929,6
8930,5
8931,6
8932,0
8933,3
8934,7
8935,2
8936,6
8937,9
8938,2
8939,9
8940,8
8941,4
8942,4
8943,1
8944,9
8945,6
8946,8
8947,7
8948,5
8949,2
8950,0
8951,9
8952,4
8953,5
8954,9
8955,5
8956,9
8957,4
8958,0
8959,6
8960,5
8961,0
8962,5
8963,7
8964,1
8965,6
8966,5
8967,8
8968,8
8969,0
8970,6
8971,2
8972,7
8973,0
8974,1
8975,7
8976,3
8977,2
8978,5
8979,6
8980,6
8981,6
8982,4
8983,7
8984,8
8985,9
8986,2
8987,4
8988,8
8989,8
8990,3
8991,2
8992,8
8993,4
8994,9
8995,6
8996,8
8997,4
8998,8
8999,9
9000,4
9001,1
9002,1
9003,3
9004,0
9005,9
9006,4
9007,1
9008,3
9009,9
9010,8
9011,6
9012,7
9013,7
9014,4
9015,1
9016,8
9017,0
9018,7
9019,4
9020,6
9021,8
9022,9
9023,4
9024,6
9025,9
9026,0
9027,4
9028,1
9029,0
9030,3
9031,6
9032,7
9033,3
9034,0
9035,2
9036,7
9037,1
9038,1
9039,0
9040,7
9041,3
9042,2
9043,1
9044,0
9045,8
9046,0
9047,1
9048,6
9049,7
9050,0
9051,7
9052,1
9053,9
9054,1
9055,8
9056,7
9057,3
9058,6
9059,5
9060,5
9061,1
9062,9
9063,2
9064,0
9065,5
9066,1
9067,3
9068,3
9069,0
9070,0
9071,4
9072,1
9073,0
9074,9
9075,9
9076,0
9077,3
9078,5
9079,8
9080,6
9081,1
9082,7
9083,2
9084,6
9085,9
9086,7
9087,8
9088,9
9089,3
9090,7
9091,4
9092,5
9093,6
9094,6
9095,2
9096,6
9097,2
9098,1
9099,4
9100,6
9101,8
9102,6
9103,0
9104,8
9105,6
9106,9
9107,0
9108,4
9109,5
9110,1
9111,8
9112,3
9113,2
9114,1
9115,2
9116,0
9117,6
9118,3
9119,6
9120,7
9121,8
9122,1
9123,0
9124,3
9125,9
9126,5
9127,8
9128,9
9129,0
9130,9
9131,1
9132,2
9133,0
9134,0
9135,7
9136,7
9137,8
9138,4
9139,2
9140,4
9141,7
9142,3
9143,8
9144,4
9145,9
9146,5
9147,0
9148,4
9149,6
9150,1
9151,0
9152,1
9153,4
9154,8
9155,4
9156,1
9157,3
9158,1
9159,7
9160,3
9161,8
9162,3
9163,7
9164,3
9165,1
9166,7
9167,5
9168,1
9169,1
9170,5
9171,1
9172,0
9173,4
9174,7
9175,5
9176,7
9177,0
9178,1
9179,1
9180,2
9181,5
9182,4
9183,2
9184,1
9185,7
9186,7
9187,5
9188,9
9189,7
9190,5
9191,3
9192,0
9193,3
9194,2
9195,0
9196,2
9197,4
9198,0
9199,4
9200,0
9201,0
9202,1
9203,0
9204,5
9205,1
9206,8
9207,8
9208,7
9209,9
9210,2
9211,9
9212,6
9213,6
9214,6
9215,7
9216,5
9217,4
9218,6
9219,6
9220,5
9221,3
9222,5
9223,5
9224,7
9225,6
9226,1
9227,3
9228,0
9229,7
9230,1
9231,6
9232,1
9233,1
9234,5
9235,1
9236,4
9237,6
9238,1
9239,6
9240,0
9241,7
9242,5
9243,8
9244,8
9245,4
9246,4
9247,5
9248,5
9249,4
9250,6
9251,7
9252,1
9253,5
9254,9
9255,2
9256,4
9257,4
9258,1
9259,4
9260,3
9261,1
9262,4
9263,9
9264,0
9265,8
9266,9
9267,3
9268,0
9269,5
9270,0
9271,9
9272,4
9273,9
9274,0
9275,8
9276,6
9277,1
9278,3
9279,5
9280,5
9281,9
9282,4
9283,1
9284,1
9285,6
9286,4
9287,0
9288,6
9289,2
9290,5
9291,3
9292,3
9293,5
9294,9
9295,2
9296,6
9297,9
9298,0
9299,3
9300,5
9301,9
9302,1
9303,5
9304,2
9305,6
9306,6
9307,9
9308,6
9309,1
9310,8
9311,7
9312,5
9313,5
9314,8
9315,8
9316,9
9317,2
9318,9
9319,2
9320,7
9321,5
9322,8
9323,3
9324,5
9325,1
9326,2
9327,6
9328,6
9329,7
9330,1
9331,5
9332,4
9333,9
9334,3
9335,1
9336,5
9337,5
9338,8
9339,3
9340,5
9341,6
9342,0
9343,5
9344,9
9345,1
9346,5
9347,5
9348,4
9349,2
9350,9
9351,8
9352,1
9353,1
9354,7
9355,2
9356,3
9357,0
9358,6
9359,0
9360,9
9361,1
9362,2
9363,9
9364,4
9365,4
9366,0
9367,4
9368,5
9369,8
9370,6
9371,4
9372,3
9373,7
9374,1
9375,7
9376,4
9377,2
9378,0
9379,3
9380,3
9381,9
9382,0
9383,2
9384,9
9385,6
9386,4
9387,7
9388,0
9389,7
9390,1
9391,5
9392,3
9393,9
9394,4
9395,0
9396,7
9397,4
9398,2
9399,7
9400,7
9401,1
9402,9
9403,8
9404,3
9405,3
9406,7
9407,8
9408,7
9409,2
9410,7
9411,5
9412,4
9413,2
9414,4
9415,6
9416,5
9417,9
9418,1
9419,4
9420,4
9421,3
9422,9
9423,5
9424,6
9425,3
9426,3
9427,7
9428,4
9429,4
9430,6
9431,2
9432,1
9433,8
9434,2
9435,2
9436,1
9437,2
9438,5
9439,4
9440,3
9441,5
9442,9
9443,8
9444,2
9445,4
9446,5
9447,0
9448,8
9449,8
9450,4
9451,0
9452,1
9453,6
9454,3
9455,0
9456,7
9457,8
9458,9
9459,1
9460,7
9461,4
9462,3
9463,4
9464,6
9465,4
9466,4
9467,2
9468,3
9469,5
9470,9
9471,2
9472,9
9473,6
9474,4
9475,1
9476,2
9477,0
9478,7
9479,5
9480,2
9481,1
9482,5
9483,9
9484,6
9485,7
9486,3
9487,8
9488,0
9489,5
9490,3
9491,2
9492,5
9493,0
9494,1
9495,5
9496,7
9497,7
9498,8
9499,2
9500,7
9501,8
9502,7
9503,5
9504,1
9505,5
9506,0
9507,0
9508,5
9509,0
9510,0
9511,9
9512,7
9513,2
9514,0
9515,0
9516,3
9517,8
9518,8
9519,0
9520,8
9521,3
9522,1
9523,6
9524,8
9525,8
9526,0
9527,8
9528,0
9529,9
9530,7
9531,4
9532,7
9533,5
9534,9
9535,8
9536,3
9537,5
9538,7
9539,7
9540,9
9541,3
9542,1
9543,6
9544,2
9545,3
9546,6
9547,2
9548,5
9549,0
9550,4
9551,5
9552,9
9553,1
9554,9
9555,9
9556,3
9557,0
9558,0
9559,8
9560,4
9561,0
9562,9
9563,9
9564,7
9565,8
9566,0
9567,1
9568,6
9569,8
9570,6
9571,6
9572,4
9573,2
9574,8
9575,4
9576,5
9577,0
9578,5
9579,6
9580,9
9581,5
9582,4
9583,0
9584,3
9585,0
9586,6
9587,5
9588,4
9589,5
9590,5
9591,5
9592,7
9593,4
9594,6
9595,5
9596,4
9597,3
9598,4
9599,4
9600,1
9601,0
9602,7
9603,2
9604,9
9605,8
9606,8
9607,7
9608,3
9609,9
9610,9
9611,6
9612,5
9613,1
9614,6
9615,4
9616,2
9617,6
9618,3
9619,1
9620,4
9621,5
9622,8
9623,8
9624,5
9625,8
9626,5
9627,1
9628,0
9629,0
9630,1
9631,0
9632,0
9633,1
9634,6
9635,8
9636,6
9637,8
9638,5
9639,5
9640,1
9641,1
9642,9
9643,2
9644,4
9645,1
9646,9
9647,7
9648,3
9649,8
9650,9
9651,9
9652,5
9653,6
9654,5
9655,2
9656,0
9657,5
9658,5
9659,2
9660,2
9661,7
9662,9
9663,6
9664,3
9665,4
9666,6
9667,5
9668,0
9669,8
9670,6
9671,9
9672,7
9673,5
9674,3
9675,5
9676,0
9677,8
9678,0
9679,8
9680,6
9681,2
9682,6
9683,7
9684,8
9685,5
9686,5
9687,6
9688,5
9689,6
9690,8
9691,4
9692,6
9693,5
9694,1
9695,9
9696,2
9697,1
9698,7
9699,0
9700,4
9701,9
9702,5
9703,6
9704,3
9705,5
9706,4
9707,7
9708,1
9709,9
9710,4
9711,9
9712,4
9713,5
9714,4
9715,1
9716,5
9717,1
9718,0
9719,4
9720,2
9721,1
9722,4
9723,7
9724,2
9725,0
9726,9
9727,0
9728,7
9729,5
9730,0
9731,2
9732,8
9733,3
9734,4
9735,4
9736,7
9737,4
9738,7
9739,1
9740,5
9741,3
9742,0
9743,9
9744,1
9745,7
9746,0
9747,0
9748,6
9749,9
9750,8
9751,0
9752,4
9753,5
9754,1
9755,1
9756,6
9757,8
9758,1
9759,6
9760,8
9761,7
9762,6
9763,6
9764,5
9765,1
9766,0
9767,9
9768,8
9769,0
9770,3
9771,9
9772,1
9773,5
9774,9
9775,4
9776,7
9777,2
9778,3
9779,6
9780,8
9781,6
9782,0
9783,6
9784,0
9785,9
9786,8
9787,4
9788,5
9789,8
9790,2
9791,6
9792,8
9793,5
9794,2
9795,5
9796,8
9797,7
9798,1
9799,7
9800,0
9801,4
9802,1
9803,6
9804,3
9805,7
9806,2
9807,8
9808,5
9809,1
9810,5
9811,0
9812,8
9813,0
9814,7
9815,0
9816,4
9817,4
9818,8
9819,4
9820,7
9821,4
9822,8
9823,9
9824,8
9825,1
9826,0
9827,3
9828,7
9829,5
9830,4
9831,5
9832,5
9833,3
9834,1
9835,8
9836,5
9837,1
9838,1
9839,4
9840,2
9841,1
9842,0
9843,9
9844,6
9845,2
9846,0
9847,5
9848,4
9849,8
9850,1
9851,9
9852,1
9853,1
9854,7
9855,0
9856,1
9857,2
9858,5
9859,9
9860,7
9861,1
9862,1
9863,9
9864,1
9865,7
9866,6
9867,2
9868,1
9869,8
9870,6
9871,6
9872,6
9873,3
9874,2
9875,6
9876,4
9877,7
9878,7
9879,3
9880,5
9881,5
9882,3
9883,0
9884,4
9885,9
9886,3
9887,5
9888,5
9889,5
9890,8
9891,5
9892,1
9893,5
9894,6
9895,6
9896,5
9897,6
9898,4
9899,1
9900,4
9901,1
9902,4
9903,1
9904,3
9905,2
9906,3
9907,6
9908,4
9909,1
9910,1
9911,0
9912,4
9913,1
9914,9
9915,8
9916,9
9917,8
9918,4
9919,8
9920,7
9921,2
9922,8
9923,9
9924,8
9925,7
9926,0
9927,2
9928,7
9929,5
9930,3
9931,1
9932,9
9933,6
9934,9
9935,3
9936,7
9937,1
9938,5
9939,9
9940,0
9941,8
9942,0
9943,2
9944,9
9945,3
9946,9
9947,8
9948,1
9949,0
9950,8
9951,4
9952,7
9953,0
9954,1
9955,1
9956,9
9957,0
9958,8
9959,1
9960,5
9961,6
9962,8
9963,8
9964,4
9965,6
9966,2
9967,3
9968,5
9969,0
9970,6
9971,3
9972,1
9973,2
9974,9
9975,5
9976,0
9977,5
9978,0
9979,1
9980,6
9981,6
9982,9
9983,0
9984,3
9985,0
9986,5
9987,3
9988,7
9989,0
9990,6
9991,9
9992,8
9993,8
9994,4
9995,2
9996,8
9997,9
9998,2
9999,2
